feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_3697_gene	GW101-3H11_contig_1_3697	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	Cytoplasmic	9.97		
1_2659_gene	GW101-3H11_contig_1_2659	Amino deacylase	Cytoplasmic	9.26		
1_1248_gene	GW101-3H11_contig_1_1248	Guanylate kinase (EC 2.7.4.8)	Cytoplasmic	9.97		
1_2336_gene	GW101-3H11_contig_1_2336	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	Cytoplasmic	9.97		
1_185_gene	GW101-3H11_contig_1_185	Acetoacetyl-CoA synthetase (EC 6.2.1.16)	Cytoplasmic	9.26		
1_3078_gene	GW101-3H11_contig_1_3078	Transcription termination factor Rho	Cytoplasmic	9.97		
1_1539_gene	GW101-3H11_contig_1_1539	Valyl-tRNA synthetase (EC 6.1.1.9)	Cytoplasmic	9.97		
1_4764_gene	GW101-3H11_contig_1_4764	Exported zinc metalloprotease YfgC precursor	CytoplasmicMembrane	9.86		
1_755_gene	GW101-3H11_contig_1_755	D-ribose pyranase (EC 5.4.99.62)	Cytoplasmic	9.26		
1_2501_gene	GW101-3H11_contig_1_2501	Acetoacetyl-CoA reductase (EC 1.1.1.36)	Cytoplasmic	9.97		
1_3917_gene	GW101-3H11_contig_1_3917	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	Cytoplasmic	9.97		
1_635_gene	GW101-3H11_contig_1_635	Uncharacterized cysteine-rich DUF326 protein bsYhjQ/STM1261	Unknown	2.00		
1_4042_gene	GW101-3H11_contig_1_4042	SAM-dependent methyltransferase, BioC-like	Unknown	2.00		
1_3319_gene	GW101-3H11_contig_1_3319	ATP-dependent Clp protease ATP-binding subunit ClpX	Cytoplasmic	9.97		
1_2137_gene	GW101-3H11_contig_1_2137	FIG00458435: hypothetical protein	Unknown	2.00		
1_976_gene	GW101-3H11_contig_1_976	ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	CytoplasmicMembrane	7.88		
1_831_gene	GW101-3H11_contig_1_831	ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	CytoplasmicMembrane	10.00		
1_1929_gene	GW101-3H11_contig_1_1929	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205); CBS domain	Cytoplasmic	9.97		
1_4094_gene	GW101-3H11_contig_1_4094	Serine protease	Unknown	6.58	(This protein may have multiple localization sites.)	
1_4370_gene	GW101-3H11_contig_1_4370	Negative regulator of flagellin synthesis	Unknown	2.50		
1_4535_gene	GW101-3H11_contig_1_4535	Phosphoglycolate phosphatase (EC 3.1.3.18)	Cytoplasmic	9.26		
1_789_gene	GW101-3H11_contig_1_789	Zinc metalloprotease	Unknown	2.00		
1_164_gene	GW101-3H11_contig_1_164	FIG00347665: hypothetical protein	Cytoplasmic	8.96		
1_1338_gene	GW101-3H11_contig_1_1338	Hydroxymethylpyrimidine ABC transporter, ATPase component	CytoplasmicMembrane	9.99		
1_529_gene	GW101-3H11_contig_1_529	FIG00933811: hypothetical protein	Unknown	2.00		
1_1016_gene	GW101-3H11_contig_1_1016	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)	Cytoplasmic	9.97		
1_2948_gene	GW101-3H11_contig_1_2948	DinG family ATP-dependent helicase CPE1197	Cytoplasmic	9.97		
1_1591_gene	GW101-3H11_contig_1_1591	Dehydrogenase molybdenum cofactor insertion protein, XdhC/CoxF family	Cytoplasmic	9.26		
1_560_gene	GW101-3H11_contig_1_560	Nitroreductase family protein	Unknown	2.00		
1_3964_gene	GW101-3H11_contig_1_3964	Patatin	Unknown	2.50		
1_4071_gene	GW101-3H11_contig_1_4071	FIG00931629: hypothetical protein	CytoplasmicMembrane	9.82		
1_346_gene	GW101-3H11_contig_1_346	Transcriptional regulator PA4203, LysR family	Cytoplasmic	9.26		
1_2179_gene	GW101-3H11_contig_1_2179	Transporter	Unknown	2.50		
1_3900_gene	GW101-3H11_contig_1_3900	Peptidase S1 and S6, chymotrypsin/Hap	Periplasmic	9.44		
1_2204_gene	GW101-3H11_contig_1_2204	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Unknown	2.50		
1_3571_gene	GW101-3H11_contig_1_3571	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Unknown	2.00		
1_4502_gene	GW101-3H11_contig_1_4502	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Cytoplasmic	9.97		
1_914_gene	GW101-3H11_contig_1_914	Site-specific tyrosine recombinase XerC	Cytoplasmic	9.97		
1_4560_gene	GW101-3H11_contig_1_4560	Nicotinamide-nucleotide amidase (EC 3.5.1.42)	Unknown	2.00		
1_654_gene	GW101-3H11_contig_1_654	DNA-binding protein	Unknown	2.00		
1_2749_gene	GW101-3H11_contig_1_2749	DNA-binding protein	Unknown	2.00		
1_3663_gene	GW101-3H11_contig_1_3663	MoaF protein precursor	Cytoplasmic	9.26		
1_4564_gene	GW101-3H11_contig_1_4564	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1907_gene	GW101-3H11_contig_1_1907	ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)	CytoplasmicMembrane	10.00		
1_614_gene	GW101-3H11_contig_1_614	DNA-binding heavy metal response regulator	Cytoplasmic	9.97		
1_628_gene	GW101-3H11_contig_1_628	DNA-binding heavy metal response regulator	Cytoplasmic	9.97		
1_4838_gene	GW101-3H11_contig_1_4838	Single-stranded DNA-binding protein	Cytoplasmic	9.26		
1_1469_gene	GW101-3H11_contig_1_1469	DNA topoisomerase I (EC 5.99.1.2)	Unknown	2.00		
1_4469_gene	GW101-3H11_contig_1_4469	Cytochrome C553 (soluble cytochrome f)	Unknown	2.50		
1_3266_gene	GW101-3H11_contig_1_3266	hypothetical transporter PduT for various metalloporphyrins	CytoplasmicMembrane	9.82		
1_97_gene	GW101-3H11_contig_1_97	UPF0153 protein YeiW	Unknown	2.00		
1_729_gene	GW101-3H11_contig_1_729	CRISPR-associated helicase Cas3	CytoplasmicMembrane	9.82		
1_2295_gene	GW101-3H11_contig_1_2295	FIG00681215: hypothetical protein	Cytoplasmic	8.96		
1_2576_gene	GW101-3H11_contig_1_2576	Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	CytoplasmicMembrane	10.00		
1_1680_gene	GW101-3H11_contig_1_1680	Tripartite ATP-independent periplasmic transporter, DctQ component	CytoplasmicMembrane	10.00		
1_4049_gene	GW101-3H11_contig_1_4049	Glutathione-regulated potassium-efflux system protein KefC	CytoplasmicMembrane	10.00		
1_3242_gene	GW101-3H11_contig_1_3242	Aspartate aminotransferase (AspB-4) (EC 2.6.1.1)	Cytoplasmic	9.26		
1_193_gene	GW101-3H11_contig_1_193	Septum site-determining protein MinD	Cytoplasmic	9.12		
1_4278_gene	GW101-3H11_contig_1_4278	Amidinotransferase family protein	Cytoplasmic	8.96		
1_1576_gene	GW101-3H11_contig_1_1576	Molybdenum ABC transporter permease protein ModB	CytoplasmicMembrane	10.00		
1_4470_gene	GW101-3H11_contig_1_4470	Probable sulfite reductase	Unknown	2.50		
1_1408_gene	GW101-3H11_contig_1_1408	FIG004684: SpoVR-like protein	Cytoplasmic	9.97		
1_1441_gene	GW101-3H11_contig_1_1441	Hydrolase, HAD superfamily	Unknown	2.00		
1_465_gene	GW101-3H11_contig_1_465	ATP synthase epsilon chain (EC 3.6.3.14)	Cytoplasmic	9.12		
1_4853_gene	GW101-3H11_contig_1_4853	Transcriptional regulator, LysR family => TcuR	CytoplasmicMembrane	8.46		
1_1373_gene	GW101-3H11_contig_1_1373	Nucleoside ABC transporter, permease protein 2	CytoplasmicMembrane	10.00		
1_2368_gene	GW101-3H11_contig_1_2368	Nucleoside ABC transporter, permease protein 2	CytoplasmicMembrane	10.00		
1_4223_gene	GW101-3H11_contig_1_4223	benzoate degradation ring-cleavage hydrolase	Cytoplasmic	8.96		
1_240_gene	GW101-3H11_contig_1_240	FIG00932923: hypothetical protein	Cytoplasmic	8.96		
1_241_gene	GW101-3H11_contig_1_241	FIG00932923: hypothetical protein	CytoplasmicMembrane	9.82		
1_484_gene	GW101-3H11_contig_1_484	LSU ribosomal protein L10p (P0)	Cytoplasmic	9.26		
1_1955_gene	GW101-3H11_contig_1_1955	Threonyl-tRNA synthetase (EC 6.1.1.3)	Cytoplasmic	10.00		
1_519_gene	GW101-3H11_contig_1_519	Nitrate/nitrite transporter NarK/U	CytoplasmicMembrane	10.00		
1_1126_gene	GW101-3H11_contig_1_1126	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	CytoplasmicMembrane	7.88		
1_840_gene	GW101-3H11_contig_1_840	TesB-like acyl-CoA thioesterase 2	CytoplasmicMembrane	9.82		
1_1170_gene	GW101-3H11_contig_1_1170	LSU ribosomal protein L25p	Cytoplasmic	9.97		
1_2237_gene	GW101-3H11_contig_1_2237	Histidine ABC transporter, substrate-binding protein	Unknown	2.50		
1_1078_gene	GW101-3H11_contig_1_1078	Imidazole glycerol phosphate synthase cyclase subunit	Cytoplasmic	9.97		
1_1586_gene	GW101-3H11_contig_1_1586	Aerobic carbon monoxide dehydrogenase (quinone), large chain (EC 1.2.5.3)	Cytoplasmic	8.96		
1_2098_gene	GW101-3H11_contig_1_2098	Chromosome partition protein smc	Cytoplasmic	8.96		
1_2484_gene	GW101-3H11_contig_1_2484	Chromosome partition protein smc	Cytoplasmic	9.97		
1_1101_gene	GW101-3H11_contig_1_1101	ATP/GTP-binding protein	Cytoplasmic	9.97		
1_277_gene	GW101-3H11_contig_1_277	Mll4877 protein	Cytoplasmic	8.96		
1_545_gene	GW101-3H11_contig_1_545	Oxidoreductase, molybdopterin-binding	Cytoplasmic	9.12		
1_2217_gene	GW101-3H11_contig_1_2217	Na(+) H(+) antiporter subunit A; Na(+) H(+) antiporter subunit B	CytoplasmicMembrane	10.00		
1_3682_gene	GW101-3H11_contig_1_3682	Chaperone protein DnaJ	Cytoplasmic	9.97		
1_3684_gene	GW101-3H11_contig_1_3684	Metallo-beta-lactamase family protein, RNA-specific	Cytoplasmic	9.97		
1_3084_gene	GW101-3H11_contig_1_3084	Phosphate transport system regulatory protein PhoU	Cytoplasmic	9.97		
1_4443_gene	GW101-3H11_contig_1_4443	oxidoreductase, FAD-binding, putative	Unknown	2.50		
1_1768_gene	GW101-3H11_contig_1_1768	Valine--pyruvate aminotransferase (EC 2.6.1.66)	Cytoplasmic	9.26		
1_1751_gene	GW101-3H11_contig_1_1751	Similar to citrate lyase beta chain, 10	Unknown	4.90	(This protein may have multiple localization sites.)	
1_4782_gene	GW101-3H11_contig_1_4782	FIG002577: Putative lipoprotein precursor	Unknown	2.50		
1_1368_gene	GW101-3H11_contig_1_1368	Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)	Unknown	2.00		
1_1873_gene	GW101-3H11_contig_1_1873	Arginine decarboxylase (EC 4.1.1.19); Ornithine decarboxylase (EC 4.1.1.17); Lysine decarboxylase (EC 4.1.1.18)	Cytoplasmic	9.97		
1_3421_gene	GW101-3H11_contig_1_3421	Serine esterase	CytoplasmicMembrane	9.82		
1_4727_gene	GW101-3H11_contig_1_4727	Protein tyrosine phosphatase (EC 3.1.3.48)	Unknown	2.00		
1_1397_gene	GW101-3H11_contig_1_1397	FAD:protein FMN transferase (EC 2.7.1.180); FAD:protein FMN transferase NosX (EC 2.7.1.180)	Unknown	2.50		
1_2721_gene	GW101-3H11_contig_1_2721	4-hydroxyproline epimerase (EC 5.1.1.8)	Unknown	2.00		
1_3011_gene	GW101-3H11_contig_1_3011	Peptide deformylase (EC 3.5.1.88)	Cytoplasmic	9.97		
1_4814_gene	GW101-3H11_contig_1_4814	Peptide deformylase (EC 3.5.1.88)	Cytoplasmic	9.97		
1_3859_gene	GW101-3H11_contig_1_3859	Outer membrane lipoprotein carrier protein LolA	Periplasmic	9.76		
1_1181_gene	GW101-3H11_contig_1_1181	Heat-inducible transcription repressor HrcA	Cytoplasmic	8.96		
1_1085_gene	GW101-3H11_contig_1_1085	Twin-arginine translocation protein TatA	CytoplasmicMembrane	9.82		
1_4458_gene	GW101-3H11_contig_1_4458	Predicted transcriptional regulator	Cytoplasmic	8.96		
1_2214_gene	GW101-3H11_contig_1_2214	Na(+) H(+) antiporter subunit E	CytoplasmicMembrane	9.82		
1_686_gene	GW101-3H11_contig_1_686	Protein of unknown function DUF1304	CytoplasmicMembrane	10.00		
1_1139_gene	GW101-3H11_contig_1_1139	Type I antifreeze protein	Unknown	2.00		
1_820_gene	GW101-3H11_contig_1_820	Glycosyl transferase	Cytoplasmic	8.96		
1_3102_gene	GW101-3H11_contig_1_3102	23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166)	Cytoplasmic	9.97		
1_4044_gene	GW101-3H11_contig_1_4044	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	Unknown	2.00		
1_1355_gene	GW101-3H11_contig_1_1355	Allantoate amidohydrolase (EC 3.5.3.9); 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase (EC 4.1.1.97)	Cytoplasmic	8.96		
1_263_gene	GW101-3H11_contig_1_263	3-demethylubiquinone-9 3-methyltransferase	Cytoplasmic	9.26		
1_1959_gene	GW101-3H11_contig_1_1959	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	Cytoplasmic	10.00		
1_3108_gene	GW101-3H11_contig_1_3108	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Cytoplasmic	9.26		
1_3676_gene	GW101-3H11_contig_1_3676	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	Cytoplasmic	9.97		
1_2046_gene	GW101-3H11_contig_1_2046	amidohydrolase 2	Cytoplasmic	8.96		
1_408_gene	GW101-3H11_contig_1_408	amidohydrolase 2	Unknown	2.50		
1_4318_gene	GW101-3H11_contig_1_4318	Carbonic anhydrase, beta class (EC 4.2.1.1)	Cytoplasmic	9.26		
1_525_gene	GW101-3H11_contig_1_525	Carbonic anhydrase, beta class (EC 4.2.1.1)	Cytoplasmic	9.97		
1_4785_gene	GW101-3H11_contig_1_4785	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type	Cytoplasmic	9.97		
1_4854_gene	GW101-3H11_contig_1_4854	Tricarballylate dehydrogenase, TcuA	Unknown	5.41	(This protein may have multiple localization sites.)	
1_1143_gene	GW101-3H11_contig_1_1143	Dihydroneopterin triphosphate pyrophosphohydrolase type 2	Unknown	2.00		
1_2704_gene	GW101-3H11_contig_1_2704	Rhodanese domain protein UPF0176, Betaproteobacterial subgroup	Cytoplasmic	8.96		
1_3616_gene	GW101-3H11_contig_1_3616	Protein translocase membrane subunit SecG	CytoplasmicMembrane	10.00		
1_4378_gene	GW101-3H11_contig_1_4378	Flagellar L-ring protein FlgH	OuterMembrane	9.92		Flagellar
1_3131_gene	GW101-3H11_contig_1_3131	3'-to-5' exoribonuclease RNase R	Cytoplasmic	9.97		
1_3698_gene	GW101-3H11_contig_1_3698	Cell division integral membrane protein, YggT and half-length relatives	CytoplasmicMembrane	10.00		
1_881_gene	GW101-3H11_contig_1_881	Transcriptional regulator, RpiR family	Cytoplasmic	9.26		
1_971_gene	GW101-3H11_contig_1_971	Transcriptional regulator, RpiR family	Cytoplasmic	9.97		
1_4003_gene	GW101-3H11_contig_1_4003	Carboxyl-terminal protease (EC 3.4.21.102)	CytoplasmicMembrane	9.97		
1_4197_gene	GW101-3H11_contig_1_4197	Type II secretory pathway, component PulF; General secretion pathway protein F	CytoplasmicMembrane	10.00		
1_1044_gene	GW101-3H11_contig_1_1044	Type IV pilus biogenesis protein PilM	Cytoplasmic	9.12		
1_3703_gene	GW101-3H11_contig_1_3703	N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	Cytoplasmic	9.97		
1_3874_gene	GW101-3H11_contig_1_3874	Acyl-CoA dehydrogenase family protein	Cytoplasmic	9.26		
1_886_gene	GW101-3H11_contig_1_886	Protease HtpX	CytoplasmicMembrane	10.00		
1_435_gene	GW101-3H11_contig_1_435	putative c'cytochrome	Periplasmic	10.00		
1_3092_gene	GW101-3H11_contig_1_3092	Polyphosphate kinase (EC 2.7.4.1)	CytoplasmicMembrane	7.88		
1_1479_gene	GW101-3H11_contig_1_1479	Eha	Cytoplasmic	8.96		
1_482_gene	GW101-3H11_contig_1_482	LSU ribosomal protein L11p (L12e)	Cytoplasmic	9.26		
1_1547_gene	GW101-3H11_contig_1_1547	Uroporphyrinogen-III synthase (EC 4.2.1.75)	Unknown	2.00		
1_936_gene	GW101-3H11_contig_1_936	D-alanine--D-alanine ligase (EC 6.3.2.4)	Cytoplasmic	9.97		
1_938_gene	GW101-3H11_contig_1_938	Cell division protein FtsA	Cytoplasmic	9.97		
1_4263_gene	GW101-3H11_contig_1_4263	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	Cytoplasmic	9.97		
1_333_gene	GW101-3H11_contig_1_333	Arginine exporter protein ArgO	CytoplasmicMembrane	10.00		
1_4518_gene	GW101-3H11_contig_1_4518	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	Cytoplasmic	9.26		
1_802_gene	GW101-3H11_contig_1_802	Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)	Cytoplasmic	8.96		
1_1669_gene	GW101-3H11_contig_1_1669	Anthranilate phosphoribosyltransferase-like protein	Cytoplasmic	9.97		
1_1824_gene	GW101-3H11_contig_1_1824	HflC protein	Unknown	2.00		
1_1957_gene	GW101-3H11_contig_1_1957	LSU ribosomal protein L35p	Cytoplasmic	9.26		
1_2703_gene	GW101-3H11_contig_1_2703	Flagellar synthesis regulator FleN	CytoplasmicMembrane	9.82		
1_3541_gene	GW101-3H11_contig_1_3541	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	Cytoplasmic	9.97		
1_796_gene	GW101-3H11_contig_1_796	Polyhydroxyalkanoate granule-associated protein PhaF	Cytoplasmic	9.26		
1_468_gene	GW101-3H11_contig_1_468	FIG004694: Hypothetical protein	Unknown	2.00		
1_146_gene	GW101-3H11_contig_1_146	D-Lactate dehydrogenase, cytochrome c-dependent (EC 1.1.2.4)	Cytoplasmic	9.97		
1_4047_gene	GW101-3H11_contig_1_4047	ParA-like protein	Unknown	2.00		
1_867_gene	GW101-3H11_contig_1_867	Polymer-forming bactofilin	Unknown	2.50		
1_2744_gene	GW101-3H11_contig_1_2744	DNA polymerase IV-like protein ImuB	Cytoplasmic	9.26		
1_992_gene	GW101-3H11_contig_1_992	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Cytoplasmic	9.97		
1_2876_gene	GW101-3H11_contig_1_2876	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	CytoplasmicMembrane	7.88		
1_2936_gene	GW101-3H11_contig_1_2936	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	CytoplasmicMembrane	9.82		
1_3848_gene	GW101-3H11_contig_1_3848	SSU ribosomal protein S16p	Cytoplasmic	9.26		
1_2528_gene	GW101-3H11_contig_1_2528	Biotin synthase (EC 2.8.1.6)	Cytoplasmic	9.97		
1_3410_gene	GW101-3H11_contig_1_3410	Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)	Periplasmic	9.99		
1_1769_gene	GW101-3H11_contig_1_1769	Transcription termination protein NusB	Unknown	2.00		
1_975_gene	GW101-3H11_contig_1_975	Transaldolase (EC 2.2.1.2)	Cytoplasmic	8.96		
1_3880_gene	GW101-3H11_contig_1_3880	Sodium-dependent phosphate transporter	CytoplasmicMembrane	10.00		
1_1668_gene	GW101-3H11_contig_1_1668	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Cytoplasmic	9.97		
1_175_gene	GW101-3H11_contig_1_175	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family	Unknown	2.00		
1_395_gene	GW101-3H11_contig_1_395	UPF0337 protein YjbJ	Unknown	2.00		
1_949_gene	GW101-3H11_contig_1_949	General secretion pathway protein L	Unknown	2.00		
1_1489_gene	GW101-3H11_contig_1_1489	Phage protein	Extracellular	9.64		
1_1474_gene	GW101-3H11_contig_1_1474	Phage protein	Unknown	2.00		
1_3480_gene	GW101-3H11_contig_1_3480	Putative reductase	Cytoplasmic	9.26		
1_4056_gene	GW101-3H11_contig_1_4056	Uncharacterized UPF0126 inner membrane protein	CytoplasmicMembrane	10.00		
1_929_gene	GW101-3H11_contig_1_929	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)	Unknown	2.00		
1_1093_gene	GW101-3H11_contig_1_1093	Ubiquinol-cytochrome C reductase, cytochrome B subunit (EC 1.10.2.2)	CytoplasmicMembrane	10.00		
1_4080_gene	GW101-3H11_contig_1_4080	Inner membrane component of TAM transport system	Unknown	4.72	(This protein may have multiple localization sites.)	
1_3006_gene	GW101-3H11_contig_1_3006	Outer membrane protein W precursor	OuterMembrane	9.93		
1_4945_gene	GW101-3H11_contig_1_4945	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	Cytoplasmic	9.26		
1_923_gene	GW101-3H11_contig_1_923	ATP-dependent protease subunit HslV (EC 3.4.25.2)	Cytoplasmic	9.26		
1_4149_gene	GW101-3H11_contig_1_4149	Probable enoyl-CoA hydratase paaF (EC 4.2.1.17)	Cytoplasmic	9.26		
1_762_gene	GW101-3H11_contig_1_762	PUTATIVE LIPASE TRANSMEMBRANE PROTEIN	CytoplasmicMembrane	10.00		
1_4627_gene	GW101-3H11_contig_1_4627	glycoprotein/polysaccharide metabolism	Unknown	2.00		
1_1354_gene	GW101-3H11_contig_1_1354	Acetylornithine deacetylase-like protein Acry_1162	Cytoplasmic	9.97		
1_3443_gene	GW101-3H11_contig_1_3443	LSU rRNA pseudouridine(2457) synthase (EC 5.4.99.20)	Cytoplasmic	9.26		
1_3747_gene	GW101-3H11_contig_1_3747	FIG01269488: protein, clustered with ribosomal protein L32p	Cytoplasmic	8.96		
1_1793_gene	GW101-3H11_contig_1_1793	protein F12M16.25	Cytoplasmic	8.96		
1_3622_gene	GW101-3H11_contig_1_3622	Type IV fimbrial biogenesis protein PilV	Unknown	2.00		
1_825_gene	GW101-3H11_contig_1_825	Glycosyl transferase, family 2	Cytoplasmic	8.96		
1_4376_gene	GW101-3H11_contig_1_4376	Flagellar basal-body rod protein FlgF	Periplasmic	9.44		
1_3459_gene	GW101-3H11_contig_1_3459	DNA primase DnaG	Cytoplasmic	9.97		
1_3779_gene	GW101-3H11_contig_1_3779	Opine oxidase subunit B	Cytoplasmic	9.26		
1_4035_gene	GW101-3H11_contig_1_4035	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	CytoplasmicMembrane	10.00		
1_2109_gene	GW101-3H11_contig_1_2109	Putative transposase InsK for insertion sequence element IS150	Cytoplasmic	8.96		
1_3008_gene	GW101-3H11_contig_1_3008	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3); Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	Cytoplasmic	9.26		
1_3731_gene	GW101-3H11_contig_1_3731	GTP-binding protein Era	CytoplasmicMembrane	9.99		
1_4495_gene	GW101-3H11_contig_1_4495	LSU ribosomal protein L18p (L5e)	Cytoplasmic	9.26		
1_4545_gene	GW101-3H11_contig_1_4545	Glutamate--cysteine ligase-like protein YbdK	Cytoplasmic	9.97		
1_4068_gene	GW101-3H11_contig_1_4068	3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)	Cytoplasmic	9.26		
1_4541_gene	GW101-3H11_contig_1_4541	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Cytoplasmic	9.97		
1_4874_gene	GW101-3H11_contig_1_4874	Uncharacterized membrane protein SO_4740	Unknown	2.50		
1_2205_gene	GW101-3H11_contig_1_2205	FIG01199081: hypothetical protein	Cytoplasmic	9.97		
1_1253_gene	GW101-3H11_contig_1_1253	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)	Cytoplasmic	9.26		
1_1958_gene	GW101-3H11_contig_1_1958	LSU ribosomal protein L20p	Cytoplasmic	9.26		
1_2819_gene	GW101-3H11_contig_1_2819	Bll3817 protein	Cytoplasmic	8.96		
1_3619_gene	GW101-3H11_contig_1_3619	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	Cytoplasmic	9.97		
1_1971_gene	GW101-3H11_contig_1_1971	IncF plasmid conjugative transfer protein TrbC	Unknown	2.50		
1_489_gene	GW101-3H11_contig_1_489	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	Cytoplasmic	9.26		
1_2420_gene	GW101-3H11_contig_1_2420	Exported protein	Unknown	2.50		
1_4444_gene	GW101-3H11_contig_1_4444	FIG00931903: hypothetical protein	CytoplasmicMembrane	10.00		
1_851_gene	GW101-3H11_contig_1_851	FIG00537796: hypothetical protein	Cytoplasmic	9.97		
1_1407_gene	GW101-3H11_contig_1_1407	UPF0229 protein YeaH	Cytoplasmic	9.97		
1_4894_gene	GW101-3H11_contig_1_4894	Organic solvent tolerance protein precursor; LPS-assembly protein LptD	OuterMembrane	10.00		
1_177_gene	GW101-3H11_contig_1_177	Glycine betaine transporter OpuD	CytoplasmicMembrane	10.00		
1_2642_gene	GW101-3H11_contig_1_2642	Filamentation induced by cAMP protein Fic	Cytoplasmic	8.96		
1_2115_gene	GW101-3H11_contig_1_2115	Filamentation induced by cAMP protein Fic	Cytoplasmic	8.96		
1_4159_gene	GW101-3H11_contig_1_4159	Inner membrane protein YpjD	CytoplasmicMembrane	10.00		
1_4953_gene	GW101-3H11_contig_1_4953	Inner membrane protein translocase and chaperone YidC, long form	CytoplasmicMembrane	10.00		
1_809_gene	GW101-3H11_contig_1_809	general secretion pathway protein J	Unknown	2.50		
1_4480_gene	GW101-3H11_contig_1_4480	transcriptional regulators, TraR/DksA family	Cytoplasmic	8.96		
1_4162_gene	GW101-3H11_contig_1_4162	Two-component transcriptional response regulator, AtoC family	Cytoplasmic	9.97		
1_4151_gene	GW101-3H11_contig_1_4151	tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)	Cytoplasmic	9.97		
1_214_gene	GW101-3H11_contig_1_214	Threonine dehydratase, catabolic (EC 4.3.1.19); L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	Cytoplasmic	9.97		
1_196_gene	GW101-3H11_contig_1_196	Uncharacterized protein conserved in bacteria	Unknown	2.00		
1_4088_gene	GW101-3H11_contig_1_4088	Threonine/homoserine exporter RhtA	CytoplasmicMembrane	10.00		
1_4_gene	GW101-3H11_contig_1_4	ATP-binding protein	Cytoplasmic	8.96		
1_3907_gene	GW101-3H11_contig_1_3907	Regulatory protein, RpfE type	Unknown	2.00		
1_1864_gene	GW101-3H11_contig_1_1864	Chorismate synthase (EC 4.2.3.5)	Cytoplasmic	9.26		
1_2190_gene	GW101-3H11_contig_1_2190	Colicin V production protein	CytoplasmicMembrane	10.00		
1_1428_gene	GW101-3H11_contig_1_1428	COG4339 metal-dependent phosphohydrolase, HD superfamily	Unknown	2.00		
1_1151_gene	GW101-3H11_contig_1_1151	Endonuclease/exonuclease/phosphatase	Cytoplasmic	9.97		
1_2923_gene	GW101-3H11_contig_1_2923	L-arabinose 1-dehydrogenase (EC 1.1.1.376)	Cytoplasmic	9.97		
