feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_1941_gene	FW510-R12_contig_1_1941	thioesterase family protein	Cytoplasmic	8.96		
1_2739_gene	FW510-R12_contig_1_2739	Thioredoxin 2	Cytoplasmic	9.26		
1_250_gene	FW510-R12_contig_1_250	ankyrin-like protein	CytoplasmicMembrane	10.00		
1_1682_gene	FW510-R12_contig_1_1682	Cationic amino acid transporter	CytoplasmicMembrane	10.00		
1_2813_gene	FW510-R12_contig_1_2813	Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL	Unknown	2.50		
1_1134_gene	FW510-R12_contig_1_1134	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Cytoplasmic	9.26		
1_1049_gene	FW510-R12_contig_1_1049	Fe-S oxidoreductase-like protein in Rubrerythrin cluster	Unknown	5.60	(This protein may have multiple localization sites.)	
1_978_gene	FW510-R12_contig_1_978	Galactonate dehydratase (EC 4.2.1.6)	Cytoplasmic	8.96		
1_92_gene	FW510-R12_contig_1_92	transferase, putative	Unknown	2.00		
1_902_gene	FW510-R12_contig_1_902	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	Cytoplasmic	9.97		
1_401_gene	FW510-R12_contig_1_401	Cell division protein FtsH (EC 3.4.24.-)	CytoplasmicMembrane	7.88		
1_63_gene	FW510-R12_contig_1_63	Ammonium transporter	CytoplasmicMembrane	10.00		
1_2774_gene	FW510-R12_contig_1_2774	Cell division topological specificity factor MinE	Cytoplasmic	9.97		
2_146_gene	FW510-R12_contig_2_146	IncF plasmid conjugative transfer pilus assembly protein TraB	Unknown	2.00		
1_2060_gene	FW510-R12_contig_1_2060	Ribosome-associated ATPase RbbA	CytoplasmicMembrane	10.00		
1_1770_gene	FW510-R12_contig_1_1770	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	Cytoplasmic	9.12		
1_3005_gene	FW510-R12_contig_1_3005	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	Cytoplasmic	9.97		
1_3143_gene	FW510-R12_contig_1_3143	Na-Ca exchanger/integrin-beta4	Unknown	5.54	(This protein may have multiple localization sites.)	
1_1444_gene	FW510-R12_contig_1_1444	Na-Ca exchanger/integrin-beta4	Unknown	5.54	(This protein may have multiple localization sites.)	
1_786_gene	FW510-R12_contig_1_786	Nudix hydrolase 3 (EC 3.6.1.-)	Unknown	4.90	(This protein may have multiple localization sites.)	
1_1677_gene	FW510-R12_contig_1_1677	MORN repeat family protein	Unknown	2.50		
1_1864_gene	FW510-R12_contig_1_1864	Proton/glutamate symporter; Sodium/glutamate symporter	CytoplasmicMembrane	10.00		
1_2946_gene	FW510-R12_contig_1_2946	RNA polymerase sigma factor for flagellar operon	Cytoplasmic	9.97		
1_1622_gene	FW510-R12_contig_1_1622	Hydrolase, haloacid dehalogenase-like family	Cytoplasmic	8.96		
1_1392_gene	FW510-R12_contig_1_1392	RND efflux system, outer membrane lipoprotein, NodT family	OuterMembrane	10.00		
1_3360_gene	FW510-R12_contig_1_3360	RND efflux system, outer membrane lipoprotein, NodT family	OuterMembrane	9.98		
1_1510_gene	FW510-R12_contig_1_1510	FIG01212390: hypothetical protein	CytoplasmicMembrane	10.00		
1_1977_gene	FW510-R12_contig_1_1977	Uncharacterized protein conserved in bacteria, NMA0228-like	Cytoplasmic	8.96		
1_2324_gene	FW510-R12_contig_1_2324	Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	CytoplasmicMembrane	9.82		
1_3146_gene	FW510-R12_contig_1_3146	Translation elongation factor G-related protein	Cytoplasmic	9.97		
1_1880_gene	FW510-R12_contig_1_1880	HflK protein	Unknown	2.00		
1_3034_gene	FW510-R12_contig_1_3034	sugar transferase	CytoplasmicMembrane	10.00		
1_776_gene	FW510-R12_contig_1_776	FIG149030: hypothetical protein	Unknown	5.48	(This protein may have multiple localization sites.)	
1_3067_gene	FW510-R12_contig_1_3067	DNA base-flipping protein	Unknown	2.00		
1_2283_gene	FW510-R12_contig_1_2283	Manganese transport protein MntH	CytoplasmicMembrane	10.00		
1_1065_gene	FW510-R12_contig_1_1065	Uncharacterized proteins YbdD and YjiX	Unknown	2.00		
1_476_gene	FW510-R12_contig_1_476	Oligopeptidase A (EC 3.4.24.70)	Cytoplasmic	9.97		
1_2182_gene	FW510-R12_contig_1_2182	Ribose-phosphate pyrophosphokinase, possible alternative form 2	Cytoplasmic	9.26		
1_2497_gene	FW510-R12_contig_1_2497	Cytochrome c heme lyase subunit CcmF	CytoplasmicMembrane	10.00		
1_590_gene	FW510-R12_contig_1_590	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	Unknown	2.00		
1_153_gene	FW510-R12_contig_1_153	RND efflux system, inner membrane transporter	CytoplasmicMembrane	10.00		
1_1566_gene	FW510-R12_contig_1_1566	RND efflux system, inner membrane transporter	CytoplasmicMembrane	10.00		
1_181_gene	FW510-R12_contig_1_181	RND efflux system, inner membrane transporter	CytoplasmicMembrane	10.00		
1_1638_gene	FW510-R12_contig_1_1638	Ribosomal protein L3 N(5)-glutamine methyltransferase (EC 2.1.1.298)	Cytoplasmic	9.97		
1_3080_gene	FW510-R12_contig_1_3080	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	Cytoplasmic	9.97		
1_3204_gene	FW510-R12_contig_1_3204	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	CytoplasmicMembrane	9.82		
1_479_gene	FW510-R12_contig_1_479	YecA-like protein	Cytoplasmic	8.96		
1_2184_gene	FW510-R12_contig_1_2184	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	Cytoplasmic	9.97		
1_2282_gene	FW510-R12_contig_1_2282	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	Cytoplasmic	9.97		
1_3384_gene	FW510-R12_contig_1_3384	NnrS protein involved in response to NO	CytoplasmicMembrane	10.00		
1_3381_gene	FW510-R12_contig_1_3381	SCO1/SenC family protein associated with Copper-containing nitrite reductase	CytoplasmicMembrane	9.86		
1_2273_gene	FW510-R12_contig_1_2273	FIG01111161: hypothetical protein	CytoplasmicMembrane	9.82		
1_2961_gene	FW510-R12_contig_1_2961	Flagellum-specific ATP synthase FliI	Cytoplasmic	9.97		
1_1626_gene	FW510-R12_contig_1_1626	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	Cytoplasmic	9.26		
1_1771_gene	FW510-R12_contig_1_1771	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	CytoplasmicMembrane	10.00		
1_3345_gene	FW510-R12_contig_1_3345	Gll0911 protein	Unknown	2.50		
1_494_gene	FW510-R12_contig_1_494	Dolichol-phosphate mannosyltransferase	CytoplasmicMembrane	9.82		
1_2891_gene	FW510-R12_contig_1_2891	FIG00715063: hypothetical protein	Unknown	2.00		
1_1618_gene	FW510-R12_contig_1_1618	Endonuclease III (EC 4.2.99.18)	Cytoplasmic	9.97		
1_2628_gene	FW510-R12_contig_1_2628	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	Cytoplasmic	9.97		
1_74_gene	FW510-R12_contig_1_74	Rrf2-linked NADH-flavin reductase	Unknown	2.00		
1_569_gene	FW510-R12_contig_1_569	Glutamine cyclotransferase	Unknown	4.90	(This protein may have multiple localization sites.)	
1_2915_gene	FW510-R12_contig_1_2915	Outer membrane stress sensor protease DegS	Periplasmic	9.44		
1_3264_gene	FW510-R12_contig_1_3264	Fumarylacetoacetate hydrolase family protein	Cytoplasmic	9.26		
1_2965_gene	FW510-R12_contig_1_2965	Flagellar hook-basal body complex protein FliE	Periplasmic	10.00		Flagellar
1_3180_gene	FW510-R12_contig_1_3180	2-polyprenyl-6-methoxyphenol hydroxylase	Unknown	2.50		
1_2331_gene	FW510-R12_contig_1_2331	phospholipase	Unknown	2.00		
1_3296_gene	FW510-R12_contig_1_3296	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	Cytoplasmic	8.96		
1_1765_gene	FW510-R12_contig_1_1765	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	Cytoplasmic	9.12		
1_3304_gene	FW510-R12_contig_1_3304	UPF0701 protein YicC	Cytoplasmic	9.97		
1_585_gene	FW510-R12_contig_1_585	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Cytoplasmic	9.97		
1_2024_gene	FW510-R12_contig_1_2024	2-hydroxyhexa-2,4-dienoate hydratase (EC 4.2.1.132)	Unknown	2.00		
1_3500_gene	FW510-R12_contig_1_3500	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)	Cytoplasmic	9.97		
1_2874_gene	FW510-R12_contig_1_2874	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	Cytoplasmic	9.26		
1_2348_gene	FW510-R12_contig_1_2348	beta-N-acetylglucosaminidase (EC 3.2.1.52)	Cytoplasmic	9.97		
1_336_gene	FW510-R12_contig_1_336	Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89); Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	Unknown	5.48	(This protein may have multiple localization sites.)	
1_2106_gene	FW510-R12_contig_1_2106	Putative Zn-dependent oxidoreductase PA5234	Cytoplasmic	9.97		
1_456_gene	FW510-R12_contig_1_456	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	Cytoplasmic	9.97		
1_3413_gene	FW510-R12_contig_1_3413	UPF0339 protein YegP.C; UPF0339 protein YegP.N	Unknown	2.00		
1_1258_gene	FW510-R12_contig_1_1258	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	Cytoplasmic	9.97		
1_1862_gene	FW510-R12_contig_1_1862	Alkyl hydroperoxide reductase protein F	CytoplasmicMembrane	7.88		
1_3355_gene	FW510-R12_contig_1_3355	D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)	Cytoplasmic	9.26		
1_436_gene	FW510-R12_contig_1_436	ATP synthase gamma chain (EC 3.6.3.14)	Cytoplasmic	9.12		
1_1288_gene	FW510-R12_contig_1_1288	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	Cytoplasmic	9.97		
1_2232_gene	FW510-R12_contig_1_2232	SSU ribosomal protein S1p	Cytoplasmic	9.97		
1_2829_gene	FW510-R12_contig_1_2829	ABC-type efflux pump, duplicated ATPase component YbhF	CytoplasmicMembrane	7.88		
1_1362_gene	FW510-R12_contig_1_1362	Iron-sulfur cluster assembly protein SufB	Cytoplasmic	8.96		
1_1213_gene	FW510-R12_contig_1_1213	Cytidine deaminase (EC 3.5.4.5)	Unknown	2.00		
1_2649_gene	FW510-R12_contig_1_2649	Epoxyqueuosine reductase (EC 1.17.99.6) QueG	Cytoplasmic	8.96		
1_685_gene	FW510-R12_contig_1_685	Ubiquinone biosynthesis protein UbiJ	Cytoplasmic	8.96		
1_2887_gene	FW510-R12_contig_1_2887	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cytoplasmic	9.97		
1_2624_gene	FW510-R12_contig_1_2624	Isovaleryl-CoA dehydrogenase (EC 1.3.8.4)	Cytoplasmic	9.97		
1_1285_gene	FW510-R12_contig_1_1285	SSU ribosomal protein S13p (S18e)	Cytoplasmic	9.97		
1_1588_gene	FW510-R12_contig_1_1588	23S rRNA (adenine(2030)-N(6))-methyltransferase (EC 2.1.1.266)	Cytoplasmic	8.96		
1_2103_gene	FW510-R12_contig_1_2103	Electron transfer flavoprotein, alpha subunit	Unknown	2.00		
1_2070_gene	FW510-R12_contig_1_2070	Electron transfer flavoprotein, alpha subunit	Unknown	2.00		
1_890_gene	FW510-R12_contig_1_890	Electron transfer flavoprotein, alpha subunit	Unknown	2.00		
1_252_gene	FW510-R12_contig_1_252	Long-chain fatty acid transport protein	OuterMembrane	10.00		
1_142_gene	FW510-R12_contig_1_142	Outer membrane vitamin B12 receptor BtuB	OuterMembrane	10.00		
1_3192_gene	FW510-R12_contig_1_3192	Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives	Unknown	2.00		
1_1351_gene	FW510-R12_contig_1_1351	Phosphate starvation-inducible protein PsiF	Periplasmic	9.84		
1_1155_gene	FW510-R12_contig_1_1155	Histidinol-phosphatase [alternative form] (EC 3.1.3.15)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_853_gene	FW510-R12_contig_1_853	FIG01112621: hypothetical protein	CytoplasmicMembrane	10.00		
1_961_gene	FW510-R12_contig_1_961	Putative transport protein	CytoplasmicMembrane	10.00		
1_2021_gene	FW510-R12_contig_1_2021	Protein GlcG	Unknown	2.00		
1_1447_gene	FW510-R12_contig_1_1447	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	Cytoplasmic	9.26		
1_2208_gene	FW510-R12_contig_1_2208	Predicted transcriptional regulator for fatty acid degradation FadQ, TetR family	Cytoplasmic	9.97		
1_2955_gene	FW510-R12_contig_1_2955	Flagellar biosynthesis protein FliO	CytoplasmicMembrane	9.82		
1_749_gene	FW510-R12_contig_1_749	Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)	Cytoplasmic	9.97		
1_1882_gene	FW510-R12_contig_1_1882	Putative inner membrane protein YjeT (clustered with HflC)	CytoplasmicMembrane	9.82		
1_2434_gene	FW510-R12_contig_1_2434	FIG00856797: hypothetical protein	Unknown	2.50		
1_1361_gene	FW510-R12_contig_1_1361	Iron-sulfur cluster regulator IscR	Cytoplasmic	8.96		
1_1943_gene	FW510-R12_contig_1_1943	Cell division protein BolA	Cytoplasmic	8.96		
1_634_gene	FW510-R12_contig_1_634	Threonine synthase (EC 4.2.3.1)	Cytoplasmic	9.97		
1_137_gene	FW510-R12_contig_1_137	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	Unknown	2.00		
1_2731_gene	FW510-R12_contig_1_2731	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1969_gene	FW510-R12_contig_1_1969	Macrophage infectivity potentiator-related protein	Unknown	2.00		
1_3337_gene	FW510-R12_contig_1_3337	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A	Cytoplasmic	9.97		
1_3031_gene	FW510-R12_contig_1_3031	Tyrosine-protein kinase EpsD (EC 2.7.10.2)	CytoplasmicMembrane	7.88		
1_2773_gene	FW510-R12_contig_1_2773	Septum site-determining protein MinD	Cytoplasmic	9.12		
1_755_gene	FW510-R12_contig_1_755	DNA ligase (NAD(+)) (EC 6.5.1.2)	Cytoplasmic	9.26		
1_2276_gene	FW510-R12_contig_1_2276	DNA ligase (NAD(+)) (EC 6.5.1.2)	Cytoplasmic	9.97		
1_1855_gene	FW510-R12_contig_1_1855	D(-)-3-hydroxybutyrate oligomer hydrolase (EC 3.1.1.22)	CytoplasmicMembrane	9.82		
1_900_gene	FW510-R12_contig_1_900	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	Cytoplasmic	9.97		
1_1218_gene	FW510-R12_contig_1_1218	NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)	CytoplasmicMembrane	10.00		
1_686_gene	FW510-R12_contig_1_686	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	Unknown	2.00		
1_1146_gene	FW510-R12_contig_1_1146	pilus biogenesis protein	Cytoplasmic	9.26		
1_4_gene	FW510-R12_contig_1_4	DNA gyrase subunit B (EC 5.99.1.3)	Cytoplasmic	9.97		
1_2776_gene	FW510-R12_contig_1_2776	Cation transport regulator chaB	Unknown	2.00		
1_3307_gene	FW510-R12_contig_1_3307	Excisionase domain protein	Unknown	2.00		
1_1041_gene	FW510-R12_contig_1_1041	Type IV fimbrial biogenesis protein FimT	Unknown	2.00		
1_1095_gene	FW510-R12_contig_1_1095	Lysine/cadaverine antiporter membrane protein CadB	CytoplasmicMembrane	10.00		
1_739_gene	FW510-R12_contig_1_739	Kumamolysin	Periplasmic	9.44		
1_1299_gene	FW510-R12_contig_1_1299	FIG005080: Possible exported protein	CytoplasmicMembrane	9.80		
1_738_gene	FW510-R12_contig_1_738	Glucokinase (EC 2.7.1.2)	Cytoplasmic	9.97		
1_570_gene	FW510-R12_contig_1_570	ATP-dependent 23S rRNA helicase DbpA	Cytoplasmic	9.97		
1_2398_gene	FW510-R12_contig_1_2398	RNA-binding protein YhbY	Cytoplasmic	9.26		
1_3074_gene	FW510-R12_contig_1_3074	DnaA inactivator Hda (shorter homolog of DnaA)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1078_gene	FW510-R12_contig_1_1078	Ribonucleotide reductase transcriptional regulator NrdR	Cytoplasmic	9.97		
1_1774_gene	FW510-R12_contig_1_1774	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	CytoplasmicMembrane	10.00		
1_392_gene	FW510-R12_contig_1_392	Integrase	Cytoplasmic	8.96		
1_1520_gene	FW510-R12_contig_1_1520	Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)	Cytoplasmic	9.97		
1_2920_gene	FW510-R12_contig_1_2920	Magnesium and cobalt efflux protein CorC	CytoplasmicMembrane	7.88		
1_566_gene	FW510-R12_contig_1_566	Decaheme cytochrome c MtrA	Periplasmic	9.84		
1_1907_gene	FW510-R12_contig_1_1907	Phosphate transport system regulatory protein PhoU	Cytoplasmic	9.97		
1_3028_gene	FW510-R12_contig_1_3028	FIG004655: Polysaccharide deacetylase	Cytoplasmic	8.96		
1_347_gene	FW510-R12_contig_1_347	Polysaccharide deacetylase	Unknown	2.00		
1_3188_gene	FW510-R12_contig_1_3188	ApaG protein	Unknown	2.00		
1_2127_gene	FW510-R12_contig_1_2127	Antitoxin HigA; unknown domain	Cytoplasmic	8.96		
1_896_gene	FW510-R12_contig_1_896	Antitoxin HigA	Unknown	2.00		
1_192_gene	FW510-R12_contig_1_192	Antitoxin HigA; unknown domain	Unknown	2.00		
1_1204_gene	FW510-R12_contig_1_1204	Antitoxin HigA	Unknown	2.00		
1_2050_gene	FW510-R12_contig_1_2050	Antitoxin HigA; unknown domain	Cytoplasmic	8.96		
1_2660_gene	FW510-R12_contig_1_2660	Predicted ATPase related to phosphate starvation-inducible protein PhoH	Cytoplasmic	9.97		
1_514_gene	FW510-R12_contig_1_514	Cytochrome c5	Periplasmic	9.83		
1_1340_gene	FW510-R12_contig_1_1340	LSU ribosomal protein L20p	Cytoplasmic	9.26		
1_2486_gene	FW510-R12_contig_1_2486	Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)	CytoplasmicMembrane	10.00		
1_148_gene	FW510-R12_contig_1_148	Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)	CytoplasmicMembrane	10.00		
1_1657_gene	FW510-R12_contig_1_1657	Probable Co/Zn/Cd efflux system membrane fusion protein	CytoplasmicMembrane	9.97		
1_3324_gene	FW510-R12_contig_1_3324	Protein of unknown function DUF55	Unknown	2.00		
1_3319_gene	FW510-R12_contig_1_3319	Xaa-Pro aminopeptidase (EC 3.4.11.9)	Cytoplasmic	9.97		
1_2414_gene	FW510-R12_contig_1_2414	Xaa-Pro aminopeptidase (EC 3.4.11.9)	Unknown	2.00		
1_3209_gene	FW510-R12_contig_1_3209	LppC putative lipoprotein	Unknown	2.50		
1_698_gene	FW510-R12_contig_1_698	Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	Cytoplasmic	9.26		
1_344_gene	FW510-R12_contig_1_344	Membrane protein	CytoplasmicMembrane	10.00		
1_1077_gene	FW510-R12_contig_1_1077	Serine hydroxymethyltransferase (EC 2.1.2.1)	Cytoplasmic	9.97		
1_2302_gene	FW510-R12_contig_1_2302	Replication-associated recombination protein RarA	Cytoplasmic	9.97		
1_2761_gene	FW510-R12_contig_1_2761	FIG00018398: hypothetical regulator	CytoplasmicMembrane	10.00		
1_1668_gene	FW510-R12_contig_1_1668	His repressor	Unknown	2.00		
1_1965_gene	FW510-R12_contig_1_1965	Haloacid dehalogenase, type II (EC 3.8.1.2)	Unknown	2.00		
1_51_gene	FW510-R12_contig_1_51	Glucose/sorbosone dehydrogenases	CytoplasmicMembrane	9.97		
1_2614_gene	FW510-R12_contig_1_2614	Transposase and inactivated derivatives	Unknown	2.00		
1_2440_gene	FW510-R12_contig_1_2440	Transposase and inactivated derivatives	Cytoplasmic	8.96		
1_1793_gene	FW510-R12_contig_1_1793	PHA synthase subunit	Unknown	2.00		
1_2286_gene	FW510-R12_contig_1_2286	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	Cytoplasmic	9.26		
1_2039_gene	FW510-R12_contig_1_2039	transposase Tn3	CytoplasmicMembrane	9.27		
1_681_gene	FW510-R12_contig_1_681	Acyltransferase	Unknown	2.00		
1_3341_gene	FW510-R12_contig_1_3341	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	Cytoplasmic	9.97		
1_3387_gene	FW510-R12_contig_1_3387	Fumarylacetoacetase (EC 3.7.1.2)	Unknown	2.00		
1_627_gene	FW510-R12_contig_1_627	2-isopropylmalate synthase (EC 2.3.3.13)	Cytoplasmic	9.97		
1_1640_gene	FW510-R12_contig_1_1640	Chorismate synthase (EC 4.2.3.5)	Cytoplasmic	9.26		
1_2459_gene	FW510-R12_contig_1_2459	DoxX family protein	CytoplasmicMembrane	10.00		
1_2726_gene	FW510-R12_contig_1_2726	PUTATIVE ZINC PROTEASE PROTEIN	Unknown	2.00		
1_1531_gene	FW510-R12_contig_1_1531	Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Cytoplasmic	9.97		
1_1481_gene	FW510-R12_contig_1_1481	Uncharacterized protein YjpA	Unknown	2.00		
1_594_gene	FW510-R12_contig_1_594	Phospholipase/lecithinase/hemolysin	Extracellular	9.46		
1_1653_gene	FW510-R12_contig_1_1653	Uncharacterized DUF4399 domain-containing protein PA0315	Unknown	2.50		
1_1140_gene	FW510-R12_contig_1_1140	Putative pre-16S rRNA nuclease YqgF	Cytoplasmic	9.26		
1_953_gene	FW510-R12_contig_1_953	L-serine dehydratase, beta subunit (EC 4.3.1.17); L-serine dehydratase, alpha subunit (EC 4.3.1.17)	Cytoplasmic	9.97		
1_1182_gene	FW510-R12_contig_1_1182	Leader peptidase (Prepilin peptidase) (EC 3.4.23.43); N-methyltransferase (EC 2.1.1.-)	CytoplasmicMembrane	10.00		
1_2499_gene	FW510-R12_contig_1_2499	Cytochrome c heme lyase subunit CcmL	CytoplasmicMembrane	10.00		
1_827_gene	FW510-R12_contig_1_827	UspA	Cytoplasmic	8.96		
1_3560_gene	FW510-R12_contig_1_3560	Porphobilinogen deaminase (EC 2.5.1.61)	Cytoplasmic	9.97		
1_1237_gene	FW510-R12_contig_1_1237	UDP-galactose-lipid carrier transferase (EC 2.-.-.-)	Cytoplasmic	9.97		
1_951_gene	FW510-R12_contig_1_951	Type III restriction-modification system methylation subunit (EC 2.1.1.72)	Cytoplasmic	8.96		
1_3389_gene	FW510-R12_contig_1_3389	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Cytoplasmic	9.97		
1_1580_gene	FW510-R12_contig_1_1580	Diguanylate cyclase	CytoplasmicMembrane	10.00		
1_1210_gene	FW510-R12_contig_1_1210	Nucleotidyltransferase domain protein, BT0168 group	Cytoplasmic	8.96		
1_2470_gene	FW510-R12_contig_1_2470	Lipoprotein releasing system transmembrane protein LolC/LolE	CytoplasmicMembrane	10.00		
1_393_gene	FW510-R12_contig_1_393	DNA-cytosine methyltransferase (EC 2.1.1.37)	Cytoplasmic	8.96		
1_3190_gene	FW510-R12_contig_1_3190	Protein translocase subunit SecA	Cytoplasmic	9.12		
1_2321_gene	FW510-R12_contig_1_2321	Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)	Unknown	2.00		
1_1039_gene	FW510-R12_contig_1_1039	Type IV fimbrial biogenesis protein PilW	Unknown	2.50		
1_1541_gene	FW510-R12_contig_1_1541	Type IV fimbrial biogenesis protein PilW	Extracellular	9.64		
1_2732_gene	FW510-R12_contig_1_2732	Uncharacterized protein YhiN	Cytoplasmic	9.26		
1_2059_gene	FW510-R12_contig_1_2059	HlyD-like membrane fusion protein YhiI	CytoplasmicMembrane	7.88		
1_3330_gene	FW510-R12_contig_1_3330	SprB	Extracellular	9.72		
1_3167_gene	FW510-R12_contig_1_3167	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	Cytoplasmic	9.97		
1_1091_gene	FW510-R12_contig_1_1091	Voltage-gated potassium channel beta subunit	Cytoplasmic	9.26		
1_1052_gene	FW510-R12_contig_1_1052	Membrane alanine aminopeptidase N (EC 3.4.11.2)	Periplasmic	9.99		
1_599_gene	FW510-R12_contig_1_599	Membrane alanine aminopeptidase N (EC 3.4.11.2)	Unknown	6.29	(This protein may have multiple localization sites.)	
1_2908_gene	FW510-R12_contig_1_2908	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Cytoplasmic	9.97		
1_1326_gene	FW510-R12_contig_1_1326	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	Cytoplasmic	9.97		
1_740_gene	FW510-R12_contig_1_740	Porphobilinogen synthase (EC 4.2.1.24)	Cytoplasmic	9.97		
1_59_gene	FW510-R12_contig_1_59	Probable transcription regulator protein of MDR efflux pump cluster	Unknown	2.00		
1_3437_gene	FW510-R12_contig_1_3437	Predicted esterase	Unknown	2.50		
1_1940_gene	FW510-R12_contig_1_1940	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	Cytoplasmic	10.00		
1_1685_gene	FW510-R12_contig_1_1685	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)	Cytoplasmic	8.96		
1_387_gene	FW510-R12_contig_1_387	Integral membrane protein CcmA involved in cell shape determination	Cytoplasmic	8.96		
1_3346_gene	FW510-R12_contig_1_3346	Transcriptional regulator	Cytoplasmic	9.97		
1_680_gene	FW510-R12_contig_1_680	Transcriptional regulator	Cytoplasmic	9.97		
1_1492_gene	FW510-R12_contig_1_1492	Transcriptional regulator	Cytoplasmic	9.97		
1_2816_gene	FW510-R12_contig_1_2816	probable membrane protein YPO0899	CytoplasmicMembrane	10.00		
1_1319_gene	FW510-R12_contig_1_1319	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	Cytoplasmic	9.26		
1_556_gene	FW510-R12_contig_1_556	General secretion pathway protein L	Unknown	2.00		
1_3210_gene	FW510-R12_contig_1_3210	UPF0102 protein YraN	Cytoplasmic	8.96		
1_1007_gene	FW510-R12_contig_1_1007	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	Cytoplasmic	8.96		
1_157_gene	FW510-R12_contig_1_157	Sulfide:quinone oxidoreductase, Type I	Cytoplasmic	8.96		
1_1420_gene	FW510-R12_contig_1_1420	LPS-assembly lipoprotein LptE	Unknown	2.00		
1_3300_gene	FW510-R12_contig_1_3300	Phospholipid ABC transporter substrate-binding protein MlaD	Unknown	2.50		
1_2567_gene	FW510-R12_contig_1_2567	Cytochrome c oxidase associated membrane protein	CytoplasmicMembrane	10.00		
1_736_gene	FW510-R12_contig_1_736	2-deoxyglucose-6-phosphate phosphatase 1 (EC 3.1.3.68)	Cytoplasmic	9.97		
1_640_gene	FW510-R12_contig_1_640	Autoinducer-2 production protein LuxS; S-ribosylhomocysteine lyase (EC 4.4.1.21)	Cytoplasmic	8.96		
1_1414_gene	FW510-R12_contig_1_1414	FIG000875: Thioredoxin domain-containing protein EC-YbbN	Cytoplasmic	9.97		
