Query	Seed ortholog	e-value	score	best tax lvl	Preferred_name	GO terms	EC number	KEGG KO	KEGG pathway	KEGG module	KEGG reaction	KEGG rclass	BRITE	KEGG TC	CAZy	BiGG reaction	annot lvl	matching OGs	Best OG	COG cat	description
FW510-R12_contig_1_2876	666685.R2APBS1_2902	1.3e-38	165.2	Xanthomonadales	moaD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0071704,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.8.1.12	ko:K03636,ko:K21142	ko00790,ko01100,ko04122,map00790,map01100,map04122		R09395	RC02507	ko00000,ko00001,ko01000				Bacteria	1QDHR@1224,1T9I9@1236,1X8BV@135614,COG1977@1,COG1977@2	NA|NA|NA	H	Involved in sulfur transfer in the conversion of molybdopterin precursor Z to molybdopterin
FW510-R12_contig_1_2877	666685.R2APBS1_2903	4e-218	763.8	Xanthomonadales	moeA		2.10.1.1	ko:K03750	ko00790,ko01100,map00790,map01100		R09735	RC03462	ko00000,ko00001,ko01000				Bacteria	1MVD5@1224,1SN7Y@1236,1X4R2@135614,COG0303@1,COG0303@2	NA|NA|NA	H	molybdopterin biosynthesis
FW510-R12_contig_1_2878	1163409.UUA_00375	2.4e-184	651.4	Xanthomonadales	moaC	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019538,GO:0019637,GO:0019693,GO:0032324,GO:0034641,GO:0042278,GO:0042802,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046039,GO:0046128,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0055086,GO:0061598,GO:0070566,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657	2.7.7.75,2.8.1.12,4.6.1.17	ko:K03635,ko:K03637,ko:K03831	ko00790,ko01100,ko04122,map00790,map01100,map04122		R09395,R09726,R11372	RC00002,RC02507,RC03425	ko00000,ko00001,ko01000			iAPECO1_1312.APECO1_1969,iECABU_c1320.ECABU_c00100,iECED1_1282.ECED1_0009,iECNA114_1301.ECNA114_4653,iECP_1309.ECP_0010,iECS88_1305.ECS88_0010,iECSF_1327.ECSF_0009,iECUMN_1333.ECUMN_0010,iEcSMS35_1347.EcSMS35_0008,iLF82_1304.LF82_1379,iNRG857_1313.NRG857_00050,iUMN146_1321.UM146_22820	Bacteria	1RCYZ@1224,1S3ST@1236,1X6FA@135614,COG0315@1,COG0315@2,COG0521@1,COG0521@2	NA|NA|NA	H	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)
FW510-R12_contig_1_2879	666685.R2APBS1_2905	1.2e-185	655.6	Xanthomonadales	moaA	GO:0003674,GO:0003824,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016829,GO:0016830,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046483,GO:0050896,GO:0051186,GO:0051188,GO:0051189,GO:0061798,GO:0071704,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.99.22	ko:K03639	ko00790,ko01100,ko04122,map00790,map01100,map04122		R09394	RC03420	ko00000,ko00001,ko01000			iSbBS512_1146.SbBS512_E2571,ic_1306.c0862	Bacteria	1MW3W@1224,1RR68@1236,1X46A@135614,COG2896@1,COG2896@2	NA|NA|NA	H	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate
FW510-R12_contig_1_2880	666685.R2APBS1_2906	6.1e-67	260.0	Xanthomonadales													Bacteria	1N1SR@1224,1SBQB@1236,1X6YA@135614,2CG3F@1,32S32@2	NA|NA|NA	S	Ribonucleotide reductase subunit alpha
FW510-R12_contig_1_2881	1163409.UUA_00360	3.6e-208	730.7	Xanthomonadales	moeB	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006732,GO:0006777,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008146,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009108,GO:0009605,GO:0009607,GO:0009987,GO:0016053,GO:0016740,GO:0016772,GO:0016779,GO:0016782,GO:0018130,GO:0019344,GO:0019538,GO:0019637,GO:0019720,GO:0019752,GO:0020012,GO:0030312,GO:0030682,GO:0042783,GO:0043170,GO:0043207,GO:0043436,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0050896,GO:0051186,GO:0051188,GO:0051189,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051810,GO:0051832,GO:0051834,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0061605,GO:0070566,GO:0071704,GO:0071944,GO:0075136,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.7.73,2.7.7.80,2.8.1.11,3.1.2.6	ko:K01069,ko:K03148,ko:K21029,ko:K21147	ko00620,ko00730,ko01100,ko04122,map00620,map00730,map01100,map04122		R01736,R07459,R07461	RC00004,RC00043,RC00137	ko00000,ko00001,ko01000				Bacteria	1MW7H@1224,1RPJ3@1236,1X3YQ@135614,COG0476@1,COG0476@2,COG0607@1,COG0607@2	NA|NA|NA	H	ATP-dependent adenylate transferase, transfers adenyl moiety to the MoeD subunit of molybdopterin synthase
FW510-R12_contig_1_2882	666685.R2APBS1_2908	8.1e-123	446.4	Xanthomonadales	deoD	GO:0003674,GO:0003824,GO:0004731,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009164,GO:0009987,GO:0015949,GO:0016740,GO:0016757,GO:0016763,GO:0019439,GO:0019686,GO:0033554,GO:0034641,GO:0034655,GO:0034656,GO:0042278,GO:0042802,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	2.4.2.1,2.4.2.28	ko:K00772,ko:K03784	ko00230,ko00240,ko00270,ko00760,ko01100,ko01110,map00230,map00240,map00270,map00760,map01100,map01110	M00034	R01402,R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244	RC00033,RC00063,RC00122,RC02819	ko00000,ko00001,ko00002,ko01000			iAPECO1_1312.APECO1_1997,iB21_1397.B21_04226,iE2348C_1286.E2348C_4682,iEC042_1314.EC042_4881,iECABU_c1320.ECABU_c50190,iECBD_1354.ECBD_3636,iECB_1328.ECB_04260,iECD_1391.ECD_04260,iECED1_1282.ECED1_5255,iECIAI39_1322.ECIAI39_4916,iECNA114_1301.ECNA114_4626,iECO26_1355.ECO26_5590,iECOK1_1307.ECOK1_4950,iECP_1309.ECP_4768,iEcolC_1368.EcolC_3672,iLF82_1304.LF82_0467,iNRG857_1313.NRG857_22170,iPC815.YPO0440,iSFV_1184.SFV_4418,iSF_1195.SF4416,iSFxv_1172.SFxv_4809,iS_1188.S4687,iUMN146_1321.UM146_22680,iUMNK88_1353.UMNK88_5303,iUTI89_1310.UTI89_C5155,ic_1306.c5468	Bacteria	1MUW6@1224,1RMMA@1236,1X5QF@135614,COG0813@1,COG0813@2	NA|NA|NA	F	Phosphorylase superfamily
FW510-R12_contig_1_2883	666685.R2APBS1_2909	3.6e-216	757.3	Xanthomonadales	deoB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008973,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009262,GO:0009264,GO:0009987,GO:0016853,GO:0016866,GO:0016868,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	5.4.2.7	ko:K01839	ko00030,ko00230,map00030,map00230		R01057,R02749	RC00408	ko00000,ko00001,ko01000			iLF82_1304.LF82_0465,iNRG857_1313.NRG857_22165	Bacteria	1MVN8@1224,1RQ6W@1236,1X4FW@135614,COG1015@1,COG1015@2	NA|NA|NA	G	Phosphotransfer between the C1 and C5 carbon atoms of pentose
FW510-R12_contig_1_2884	666685.R2APBS1_2910	2.3000000000000003e-211	741.5	Xanthomonadales	deoA	GO:0003674,GO:0003824,GO:0004645,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006213,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009032,GO:0009116,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0033554,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072527,GO:1901135,GO:1901360,GO:1901564,GO:1901657	2.4.2.2,2.4.2.4	ko:K00756,ko:K00758	ko00240,ko00983,ko01100,ko05219,map00240,map00983,map01100,map05219		R01570,R01876,R02296,R02484,R08222,R08230	RC00063	ko00000,ko00001,ko01000			iB21_1397.B21_04224,iEC042_1314.EC042_4879,iECBD_1354.ECBD_3638,iECB_1328.ECB_04258,iECD_1391.ECD_04258,iECH74115_1262.ECH74115_5897,iECIAI1_1343.ECIAI1_4605,iECIAI39_1322.ECIAI39_4914,iECSE_1348.ECSE_4657,iECSP_1301.ECSP_5465,iECUMN_1333.ECUMN_5006,iECW_1372.ECW_m4744,iEKO11_1354.EKO11_3932,iETEC_1333.ETEC_4738,iEcE24377_1341.EcE24377A_4981,iEcSMS35_1347.EcSMS35_4931,iEcolC_1368.EcolC_3674,iG2583_1286.G2583_5242,iSSON_1240.SSON_4533,iSbBS512_1146.SbBS512_E4929,iUMNK88_1353.UMNK88_5301,iWFL_1372.ECW_m4744,iYL1228.KPN_04838,iZ_1308.Z5984,ic_1306.c5466	Bacteria	1MV3H@1224,1RPTG@1236,1X590@135614,COG0213@1,COG0213@2	NA|NA|NA	F	Pyrimidine nucleoside phosphorylase C-terminal domain
FW510-R12_contig_1_2885	1163409.UUA_17827	7.399999999999999e-127	459.9	Xanthomonadales	deoC	GO:0003674,GO:0003824,GO:0004139,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009262,GO:0009264,GO:0009987,GO:0015949,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	4.1.2.4	ko:K01619	ko00030,map00030		R01066	RC00436,RC00437	ko00000,ko00001,ko01000			iEcSMS35_1347.EcSMS35_4930,iPC815.YPO0436	Bacteria	1N8AG@1224,1RPTS@1236,1X5DR@135614,COG0274@1,COG0274@2	NA|NA|NA	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate
FW510-R12_contig_1_2886	1163409.UUA_17822	2.9e-114	417.9	Xanthomonadales	hly3	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K11068					ko00000,ko02042				Bacteria	1PGRH@1224,1RR4R@1236,1X3JH@135614,COG1272@1,COG1272@2	NA|NA|NA	S	hemolysin III
FW510-R12_contig_1_2887	1163409.UUA_17817	2.1e-216	758.1	Xanthomonadales	fabB	GO:0003674,GO:0003824,GO:0004312,GO:0004315,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576	2.3.1.41	ko:K00647	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004			iAF1260.b2323,iAPECO1_1312.APECO1_4241,iB21_1397.B21_02208,iBWG_1329.BWG_2097,iE2348C_1286.E2348C_2463,iEC042_1314.EC042_2564,iEC55989_1330.EC55989_2567,iECABU_c1320.ECABU_c26560,iECBD_1354.ECBD_1336,iECB_1328.ECB_02248,iECDH10B_1368.ECDH10B_2485,iECDH1ME8569_1439.ECDH1ME8569_2261,iECD_1391.ECD_02248,iECED1_1282.ECED1_2787,iECIAI1_1343.ECIAI1_2400,iECIAI39_1322.ECIAI39_2472,iECNA114_1301.ECNA114_2414,iECO103_1326.ECO103_2787,iECO111_1330.ECO111_3071,iECO26_1355.ECO26_3311,iECOK1_1307.ECOK1_2605,iECP_1309.ECP_2362,iECS88_1305.ECS88_2471,iECSE_1348.ECSE_2632,iECSF_1327.ECSF_2200,iECUMN_1333.ECUMN_2663,iECW_1372.ECW_m2512,iEKO11_1354.EKO11_1442,iETEC_1333.ETEC_2459,iEcDH1_1363.EcDH1_1333,iEcHS_1320.EcHS_A2474,iEcSMS35_1347.EcSMS35_2480,iEcolC_1368.EcolC_1329,iJN746.PP_4175,iJO1366.b2323,iJR904.b2323,iLF82_1304.LF82_0605,iNRG857_1313.NRG857_11765,iSBO_1134.SBO_2360,iUMN146_1321.UM146_05195,iUTI89_1310.UTI89_C2608,iWFL_1372.ECW_m2512,iY75_1357.Y75_RS12180,ic_1306.c2869	Bacteria	1MU1X@1224,1RMDE@1236,1X3JG@135614,COG0304@1,COG0304@2	NA|NA|NA	IQ	catalyzes a condensation reaction in fatty acid biosynthesis addition of an acyl acceptor of two carbons from malonyl-ACP
FW510-R12_contig_1_2888	1163409.UUA_17812	3.5e-99	367.5	Xanthomonadales	fabA		4.2.1.59,5.3.3.14	ko:K01716	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00083	R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07639	RC00831,RC01078,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004				Bacteria	1MWV8@1224,1RP6W@1236,1X5SK@135614,COG0764@1,COG0764@2	NA|NA|NA	I	Necessary for the introduction of cis unsaturation into fatty acids. Catalyzes the dehydration of (3R)-3-hydroxydecanoyl- ACP to E-(2)-decenoyl-ACP and then its isomerization to Z-(3)- decenoyl-ACP. Can catalyze the dehydratase reaction for beta- hydroxyacyl-ACPs with saturated chain lengths up to 16 0, being most active on intermediate chain length
FW510-R12_contig_1_2889	1163409.UUA_17807	6.9e-262	909.4	Xanthomonadales	nadB	GO:0008150,GO:0040007	1.3.5.4,1.4.3.16,2.4.2.19	ko:K00244,ko:K00278,ko:K00767	ko00020,ko00190,ko00250,ko00620,ko00650,ko00720,ko00760,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00250,map00620,map00650,map00720,map00760,map01100,map01110,map01120,map01130,map01200,map02020	M00009,M00011,M00115,M00150,M00173	R00357,R00481,R02164,R03348	RC00006,RC00045,RC02566,RC02877	ko00000,ko00001,ko00002,ko01000			iNJ661.Rv1595	Bacteria	1RBQW@1224,1RMMD@1236,1X5SV@135614,COG0029@1,COG0029@2	NA|NA|NA	H	FAD binding domain
FW510-R12_contig_1_2890	1163409.UUA_17802	6.5e-190	669.8	Xanthomonadales	nadA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008987,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016053,GO:0017144,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0019805,GO:0030312,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0040007,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046496,GO:0046874,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0055086,GO:0071704,GO:0071944,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.5.1.72	ko:K03517	ko00760,ko01100,map00760,map01100	M00115	R04292	RC01119	ko00000,ko00001,ko00002,ko01000			iAF1260.b0750,iAPECO1_1312.APECO1_1338,iB21_1397.B21_00692,iBWG_1329.BWG_0602,iECBD_1354.ECBD_2917,iECB_1328.ECB_00703,iECDH10B_1368.ECDH10B_0817,iECDH1ME8569_1439.ECDH1ME8569_0703,iECD_1391.ECD_00703,iECED1_1282.ECED1_0711,iECOK1_1307.ECOK1_0750,iECP_1309.ECP_0761,iECS88_1305.ECS88_0766,iECSP_1301.ECSP_0802,iECs_1301.ECs0778,iETEC_1333.ETEC_0754,iEcDH1_1363.EcDH1_2892,iEcolC_1368.EcolC_2912,iHN637.CLJU_RS12020,iJN746.PP_1231,iJO1366.b0750,iJR904.b0750,iUMN146_1321.UM146_13905,iUTI89_1310.UTI89_C0747,iY75_1357.Y75_RS03905,iZ_1308.Z0919	Bacteria	1MWQU@1224,1RMFS@1236,1X3XW@135614,COG0379@1,COG0379@2	NA|NA|NA	H	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate
FW510-R12_contig_1_2891	1163409.UUA_17797	7.6000000000000005e-59	233.0	Xanthomonadales													Bacteria	1MZED@1224,1S936@1236,1X7DI@135614,COG4273@1,COG4273@2	NA|NA|NA	S	DGC domain
FW510-R12_contig_1_2892	666685.R2APBS1_2918	2.3e-197	694.9	Xanthomonadales													Bacteria	1QUV9@1224,1RRBH@1236,1X5U6@135614,2DCNX@1,2ZESX@2	NA|NA|NA		
FW510-R12_contig_1_2893	666685.R2APBS1_2919	2.7e-37	161.0	Xanthomonadales													Bacteria	1QBKP@1224,1T769@1236,1X8UT@135614,2AP92@1,31EB1@2	NA|NA|NA	S	Uncharacterized conserved protein (DUF2249)
FW510-R12_contig_1_2894	666685.R2APBS1_2920	1.2e-222	778.9	Xanthomonadales													Bacteria	1MXAM@1224,1RNIA@1236,1X58T@135614,2C3QV@1,2Z7YP@2	NA|NA|NA	S	Alginate export
FW510-R12_contig_1_2895	666685.R2APBS1_2921	6.1e-285	986.1	Xanthomonadales	nirK		1.7.2.1	ko:K00368,ko:K12263	ko00910,ko01120,map00910,map01120	M00529	R00783,R00785	RC00086	ko00000,ko00001,ko00002,ko01000				Bacteria	1MV74@1224,1RXZF@1236,1X3IK@135614,COG2010@1,COG2010@2,COG2132@1,COG2132@2	NA|NA|NA	CQ	Multicopper oxidase
FW510-R12_contig_1_2896	1163409.UUA_07874	6.4e-142	510.0	Xanthomonadales	anr			ko:K01420					ko00000,ko03000				Bacteria	1MVGE@1224,1RPTB@1236,1X4T1@135614,COG0664@1,COG0664@2	NA|NA|NA	K	COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
FW510-R12_contig_1_2897	1163409.UUA_07879	2.1e-263	914.4	Xanthomonadales	ygdH	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016787,GO:0016798,GO:0016799,GO:0044424,GO:0044444,GO:0044464,GO:0047405	3.2.2.10	ko:K06966	ko00230,ko00240,map00230,map00240		R00182,R00510	RC00063,RC00318	ko00000,ko00001,ko01000				Bacteria	1MVQJ@1224,1RQHX@1236,1X3RE@135614,COG1611@1,COG1611@2	NA|NA|NA	S	Rossmann fold nucleotide-binding protein
FW510-R12_contig_1_2898	1234364.AMSF01000055_gene1020	0.0	1753.8	Xanthomonadales													Bacteria	1N6JG@1224,1RP10@1236,1X3ZY@135614,COG1629@1,COG4771@2	NA|NA|NA	P	Oar protein
FW510-R12_contig_1_2899	1163409.UUA_07889	0.0	1124.0	Xanthomonadales													Bacteria	1MWIM@1224,1RQD4@1236,1X4B8@135614,COG0204@1,COG0204@2,COG3176@1,COG3176@2	NA|NA|NA	I	Acetyltransferase (GNAT) domain
FW510-R12_contig_1_2900	1163409.UUA_07894	1.9e-96	358.6	Xanthomonadales	yhgN	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K05595					ko00000,ko02000	2.A.95.1			Bacteria	1N689@1224,1RPV0@1236,1X4BK@135614,COG2095@1,COG2095@2	NA|NA|NA	U	UPF0056 membrane protein
FW510-R12_contig_1_2901	1163409.UUA_07899	1.4e-133	482.3	Xanthomonadales													Bacteria	1MWBC@1224,1RNNV@1236,1X3SZ@135614,COG1028@1,COG1028@2	NA|NA|NA	IQ	short-chain dehydrogenase
FW510-R12_contig_1_2902	1163409.UUA_07904	1.4e-53	215.3	Xanthomonadales	grxD	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0051536,GO:0051537,GO:0051540		ko:K07390					ko00000,ko03029,ko03110			iPC815.YPO2383,iYL1228.KPN_01992	Bacteria	1MZ4V@1224,1S640@1236,1X6V3@135614,COG0278@1,COG0278@2	NA|NA|NA	O	Belongs to the glutaredoxin family. Monothiol subfamily
FW510-R12_contig_1_2903	666685.R2APBS1_2932	2.3e-110	404.8	Xanthomonadales	sodB	GO:0000302,GO:0000303,GO:0000305,GO:0003674,GO:0003824,GO:0004784,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006801,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016721,GO:0019430,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071450,GO:0071451,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1901701,GO:1990748	1.15.1.1,3.1.11.6	ko:K03601,ko:K04564	ko03430,ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map03430,map04013,map04068,map04146,map04211,map04212,map04213,map05016				ko00000,ko00001,ko01000,ko03400			iAF1260.b1656,iAPECO1_1312.APECO1_736,iB21_1397.B21_01616,iBWG_1329.BWG_1471,iE2348C_1286.E2348C_1742,iEC042_1314.EC042_1825,iEC55989_1330.EC55989_1824,iECABU_c1320.ECABU_c19090,iECBD_1354.ECBD_1987,iECB_1328.ECB_01626,iECDH10B_1368.ECDH10B_1790,iECDH1ME8569_1439.ECDH1ME8569_1601,iECD_1391.ECD_01626,iECED1_1282.ECED1_1855,iECH74115_1262.ECH74115_2368,iECIAI1_1343.ECIAI1_1708,iECO103_1326.ECO103_1797,iECO111_1330.ECO111_2126,iECO26_1355.ECO26_2385,iECOK1_1307.ECOK1_1775,iECP_1309.ECP_1601,iECS88_1305.ECS88_1705,iECSE_1348.ECSE_1780,iECSP_1301.ECSP_2222,iECUMN_1333.ECUMN_1946,iECW_1372.ECW_m1823,iECs_1301.ECs2365,iEKO11_1354.EKO11_2118,iETEC_1333.ETEC_1691,iEcDH1_1363.EcDH1_1984,iEcE24377_1341.EcE24377A_1869,iEcHS_1320.EcHS_A1735,iEcSMS35_1347.EcSMS35_1542,iEcolC_1368.EcolC_1973,iG2583_1286.G2583_2051,iJO1366.b1656,iJR904.b1656,iLF82_1304.LF82_2148,iNRG857_1313.NRG857_08300,iSBO_1134.SBO_1475,iSDY_1059.SDY_1882,iSFV_1184.SFV_1678,iSF_1195.SF1684,iSFxv_1172.SFxv_1892,iSSON_1240.SSON_1500,iS_1188.S1816,iSbBS512_1146.SbBS512_E1853,iUMN146_1321.UM146_08870,iUMNK88_1353.UMNK88_2117,iUTI89_1310.UTI89_C1847,iWFL_1372.ECW_m1823,iY75_1357.Y75_RS08680,iZ_1308.Z2678,ic_1306.c2050	Bacteria	1MVW2@1224,1RP7X@1236,1X3PD@135614,COG0605@1,COG0605@2	NA|NA|NA	P	Destroys radicals which are normally produced within the cells and which are toxic to biological systems
